"","samp_name","source_mat_id","sample_alt_lab_ids","biosamples_accession","tissue_type","molecular_sex","molecular_sex_reference","samp_taxon_common","samp_taxon_ID","specific_host","latitude","longitude","geo_loc_name","site_name","sample_age","sample_age_upper","sample_age_lower","sample_age_inference_methods","c14_age","c14_age_sd","c14_lab_code","delta_13_c","delta_13_c_sd","sample_age_reference","nuclear_sequencing_platform","nuclear_library_strategy","nuclear_depth_of_coverage","nuclear_damage_treatment","nuclear_lib_strandedness","nuclear_reference","mt_sequencing_platform","mt_library_strategy","mt_targeted_region","mt_depth_of_coverage","mt_damage_treatment","mt_lib_strandedness","mt_accession","mt_reference","curator_comments","curated_by","curation_complete",".sheet"
"214","Ust'-Polui1","736-6410","TRF-05-04","SAMEA9534558","bone element, UBERON:0001474","M","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.561509","66.593924","Russia","Ust'-Polui, Iamal","2010","2210","1810","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","ILLUMINA","WGS","0.0987","none","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","21.5","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"215","Ust'-Polui2","736-6430","TRF-05-05","SAMEA9534559","bone element, UBERON:0001474","M","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.561509","66.593924","Russia","Ust'-Polui, Iamal","2010","2210","1810","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","BGISEQ","WGS","11.18","none;full-udg","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","302.5","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"216","Ust'-Polui3","736-6430","TRF-05-07","SAMEA9534561","bone element, UBERON:0001474","M","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.561509","66.593924","Russia","Ust'-Polui, Iamal","2010","2210","1810","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","ILLUMINA","WGS","3.7","full-udg","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","115.3","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"217","Ust'-Polui4","736-6430","TRF-05-10","SAMEA9534564","bone element, UBERON:0001474","F","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.561509","66.593924","Russia","Ust'-Polui, Iamal","2010","2210","1810","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","ILLUMINA","WGS","2.6","none","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","140","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"218","Ust'-Polui5","736-6648","TRF-05-08","SAMEA9534562","bone element, UBERON:0001474","M","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.561509","66.593924","Russia","Ust'-Polui, Iamal","2010","2210","1810","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","ILLUMINA","WGS","0.01","none","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","10.6","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"219","Ust'-Polui6","736-6581/3","TRF-05-03","SAMEA9534557","bone element, UBERON:0001474","F","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.561509","66.593924","Russia","Ust'-Polui, Iamal","2010","2210","1810","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","ILLUMINA","WGS","0","none","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","0.6","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"220","Ust'-Polui7","736-7407","TRF-05-06","SAMEA9534560","bone element, UBERON:0001474","F","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.561509","66.593924","Russia","Ust'-Polui, Iamal","2010","2210","1810","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","missing","WGS","0.02","none","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","2.9","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"221","Ust'-Polui8","736-31679","TRF-05-09","SAMEA9534563","bone element, UBERON:0001474","M","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.561509","66.593924","Russia","Ust'-Polui, Iamal","2010","2210","1810","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","ILLUMINA","WGS","0","none","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","0.8","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"222","Ust'-Polui9","736-5034","TRF-05-11","SAMEA9534565","bone element, UBERON:0001474","M","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","66.561509","66.593924","Russia","Ust'-Polui, Iamal","2010","2210","1810","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","ILLUMINA","WGS","0","none","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","0.2","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"223","Ust'-Voikar","1232-6837","TRF-05-17","SAMEA9534571","rib, UBERON:0002228","M","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","65","64","Russia","Ust'-Voikar, Iamal","797","900","693","radiocarbon dating","857","30","Ua47730","-24.5","missing","https://doi.org/10.1073/pnas.21003381","missing","WGS","2.25","none;full-udg","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","69","not applicable","not applicable","not applicable","not applicable","USER treatment prior to blunt end repair.","Mattias Sherman","yes","canids"
"224","Uummannaq1","L.9344","32987","SAMN46708440","skin of body, UBERON:0002097","missing","https://www.science.org/doi/10.1126/science.adu1990","Dog","9615","Canis lupus familiaris","70.67","-52.13","Greenland","Uummannaq, Kitaa","24","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://www.science.org/doi/10.1126/science.adu1990","ILLUMINA","WGS","7.23","none","double","https://www.science.org/doi/10.1126/science.adu1990","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
"225","Uummannaq2","L.9357","TRF.02.47","SAMN46708441","skin of body, UBERON:0002097","F","https://www.science.org/doi/10.1126/science.adu1990","Dog","9615","Canis lupus familiaris","70.67","-52.13","Greenland","Uummannaq, Kitaa","34","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://www.science.org/doi/10.1126/science.adu1990","ILLUMINA","WGS","0.43","none","double","https://www.science.org/doi/10.1126/science.adu1990","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
"226","UZAA01","missing","not applicable","SAMEA7321873","petrous part of temporal bone, UBERON:0001694","M","https://doi.org/10.1126/science.aba9572","Dog","9615","Canis lupus familiaris","31.59","34.77","Israel","Horbat 'Uza, near Acco","876","955","797","radiocarbon dating","987","20","OxA-40606","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","5.8","none","double","https://doi.org/10.1126/science.aba9572","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman; Anders Bergström","yes","canids"
"227","UZAA02","missing","not applicable","SAMEA7321874","petrous part of temporal bone, UBERON:0001694","F","https://doi.org/10.1126/science.aba9572","Dog","9615","Canis lupus familiaris","31.59","34.77","Israel","Horbat 'Uza, near Acco","863","929","796","radiocarbon dating","979","20","OxA-40607","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","5.5","none","double","https://doi.org/10.1126/science.aba9572","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman; Anders Bergström","yes","canids"
"228","Veretye2","AL3253","TRF-04-09","SAMEA9534555","bone element, UBERON:0001474","M","https://doi.org/10.1073/pnas.21003381","Dog","9615","Canis lupus familiaris","61.25","38.9","Russia","Veretye, Karelia","10928","11161","10695","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1073/pnas.21003381","BGISEQ","WGS","6.2268","none;full-udg","double","https://doi.org/10.1073/pnas.21003381","not applicable","not applicable","not applicable","139","not applicable","not applicable","not applicable","not applicable","Found in same context as OL4061 (called Veretye1 in this publication), used same radiocarbon date.","Mattias Sherman","yes","canids"
"229","W12_Guizhou","W12_Guizhou","W12","SAMEA5883546","skin of body, UBERON:0002097","missing","missing","Wolf","9612","Canis lupus","26.833333","106.833333","China","Guizhou province","-13","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1016/j.isci.2019.09.008","ILLUMINA","WGS","15.33","full-udg","double","https://doi.org/10.1016/j.isci.2019.09.008","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","Only BAMs published","Mattias Sherman","yes","canids"
"230","W13_Guizhou","W13_Guizhou","W13","SAMEA5883547","skin of body, UBERON:0002097","missing","missing","Wolf","9612","Canis lupus","26.833333","106.833333","China","Guizhou province","-13","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1016/j.isci.2019.09.008","ILLUMINA","WGS","12.39","full-udg","double","https://doi.org/10.1016/j.isci.2019.09.008","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","Only BAMs published","Mattias Sherman","yes","canids"
"231","W2_Jiangxi","W2_Jiangxi","W2","SAMEA5883548","skin of body, UBERON:0002097","missing","missing","Wolf","9612","Canis lupus","27.3","116","China","Jiangxi province","-24","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1016/j.isci.2019.09.008","ILLUMINA","WGS","37","full-udg","double","https://doi.org/10.1016/j.isci.2019.09.008","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","Only BAMs published","Mattias Sherman","yes","canids"
"232","W6_Jilin","W6_Jilin","W6","SAMEA5883549","skin of body, UBERON:0002097","missing","missing","Wolf","9612","Canis lupus","45.62","122.838","China","Baicheng, Jilin province","-7","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1016/j.isci.2019.09.008","ILLUMINA","WGS","1.87","full-udg","double","https://doi.org/10.1016/j.isci.2019.09.008","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","Only BAMs published","Mattias Sherman","yes","canids"
"233","W7_Zhejiang","W7_Zhejiang","W7","SAMEA5883550","skin of body, UBERON:0002097","missing","missing","Wolf","9612","Canis lupus","30.236111","119.715278","China","Lin’an, Zhejiang province","-24","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1016/j.isci.2019.09.008","ILLUMINA","WGS","0.15","full-udg","double","https://doi.org/10.1016/j.isci.2019.09.008","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","Only BAMs published","Mattias Sherman","yes","canids"
"234","W9_Heilongjiang","W9_Heilongjiang","W9","SAMEA5883551","skin of body, UBERON:0002097","missing","missing","Wolf","9612","Canis lupus","46.333333","132.2","China","Baoqing, Heilongjiang province","-7","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1016/j.isci.2019.09.008","ILLUMINA","WGS","1.61","full-udg","double","https://doi.org/10.1016/j.isci.2019.09.008","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","Only BAMs published","Mattias Sherman","yes","canids"
"235","WestGL1","Lu.979","TRF.02.40","SAMN46708442","skin of body, UBERON:0002097","M","https://www.science.org/doi/10.1126/science.adu1990","Dog","9615","Canis lupus familiaris","70.82","-48.41","Greenland","West, Kitaa","-2","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://www.science.org/doi/10.1126/science.adu1990","ILLUMINA","WGS","0.08","none","double","https://www.science.org/doi/10.1126/science.adu1990","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
"236","WestGL2","L.18.194","TRF.02.41","SAMN46708443","skin of body, UBERON:0002097","F","https://www.science.org/doi/10.1126/science.adu1990","Dog","9615","Canis lupus familiaris","70.82","-48.41","Greenland","West, Kitaa","-20","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://www.science.org/doi/10.1126/science.adu1990","ILLUMINA","WGS","0.1","none","double","https://www.science.org/doi/10.1126/science.adu1990","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
"237","WestGL3","Lu.808","TRF.02.44","SAMN46708444","skin of body, UBERON:0002097","M","https://www.science.org/doi/10.1126/science.adu1990","Dog","9615","Canis lupus familiaris","70.82","-48.41","Greenland","West, Kitaa","50","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://www.science.org/doi/10.1126/science.adu1990","ILLUMINA","WGS","0.02","none","double","https://www.science.org/doi/10.1126/science.adu1990","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
"238","WestGL4","Lu.800","TRF.02.45","SAMN46708445","skin of body, UBERON:0002097","M","https://www.science.org/doi/10.1126/science.adu1990","Dog","9615","Canis lupus familiaris","70.82","-48.41","Greenland","West, Kitaa","50","not applicable","not applicable","historical records","not applicable","not applicable","not applicable","not applicable","not applicable","https://www.science.org/doi/10.1126/science.adu1990","ILLUMINA","WGS","0.01","none","double","https://www.science.org/doi/10.1126/science.adu1990","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Lachie Scarsbrook","yes","canids"
"239","WOL-VAL-033","#Ти-3-17 (33)","VAL_033","SAMEA13128106","femur, UBERON:0000981","M","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","68.48018611","147.101656","Russia","Tiryakhtakh River, basin of Indigirka River","63922","49864","81617","genetic inference","49000","3500","OxA-38750","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","1","full-udg","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"240","WOL-VAL-08","ОГ-3-18 (8)","VAL_008","SAMEA13128108","cranium, UBERON:0003128","F","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","68.25714444","146.495483","Russia","Badyarikha River, basin of Indigirka River","33515","34160","32870","radiocarbon dating","29410","320","OxA-38734","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","1.91","full-udg","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"241","WOL-VAL-18A","#1534 (18)","VAL_18A","SAMEA13128117","cranium, UBERON:0003128","M","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","68.916725","134.484133","Russia","Enygen River, right tributary of Yana River","100706","74464","132716","genetic inference","not applicable","not applicable","not applicable","not applicable","not applicable","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","0.97","full-udg","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"242","Wolf_head_IN18-016","IN18-016","IN18_016","SAMEA13128118","incisor tooth, UBERON:0001098","F","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","68.60418","147.18881","Russia","Belaya Gora","32020","32560","31480","radiocarbon dating","28150","150","Beta-507802","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","13.01","full-udg","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"243","Yana-1","missing","Yana1","SAMEA13128104","mandible, UBERON:0001684","M","https://doi.org/10.1038/s41586-022-04824-9","Wolf","9612","Canis lupus","71.5","136.6","Russia","Yana RHS, NE Siberia","28110","28240","27980","radiocarbon dating","24100","100","Beta-399026","missing","missing","https://doi.org/10.1038/s41586-022-04824-9","ILLUMINA","WGS","2.62","full-udg","double","https://doi.org/10.1038/s41586-022-04824-9","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Anders Bergström","Yes","canids"
"244","214","NULL","NULL",NA,NA,"missing",NA,NA,NA,NA,"NULL","NULL",NA,NA,"NULL","NULL","NULL",NA,"NULL","NULL",NA,"NULL",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,"Mattias Sherman","no","canids"
"245","1921","NULL","NULL",NA,NA,"missing",NA,NA,NA,NA,"NULL","NULL",NA,NA,"NULL","NULL","NULL",NA,"NULL","NULL",NA,"NULL",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,"Mattias Sherman","no","canids"
"246","P84","NULL","NULL",NA,NA,"missing",NA,NA,NA,NA,"NULL","NULL",NA,NA,"NULL","NULL","NULL",NA,"NULL","NULL",NA,"NULL",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,"Mattias Sherman","no","canids"
"247","P83","NULL","NULL",NA,NA,"missing",NA,NA,NA,NA,"NULL","NULL",NA,NA,"NULL","NULL","NULL",NA,"NULL","NULL",NA,"NULL",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,"Mattias Sherman","no","canids"
"248","P79","NULL","NULL",NA,NA,"missing",NA,NA,NA,NA,"NULL","NULL",NA,NA,"NULL","NULL","NULL",NA,"NULL","NULL",NA,"NULL",NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,NA,"NULL",NA,NA,NA,NA,NA,"Mattias Sherman","no","canids"
"249","CB83-D1101","CB83-D1101","not applicable","missing","petrous part of temporal bone, UBERON:0001694","F","https://doi.org/10.1016/j.cub.2021.09.059","Sardinian dhole",NA,"Cynotherium sardous","40.254921","9.485078","Italy","Corbeddu cave, Lanaittu Valley, Oliena, Nuoro Province, Northeastern, Sardinia","21137","21462","20805","radiocarbon dating","17480","120","LuS-15597","missing","missing","https://doi.org/10.1016/j.cub.2021.09.059","ILLUMINA;BGISEQ","WGS","5.18","none","double","https://doi.org/10.1016/j.cub.2021.09.059","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"Mattias Sherman","yes","canids"
"250","Abdul1","AH78, 10G, 11015, #1","KD279","SAMEA7368740","petrous part of temporal bone, UBERON_0001694","M","https://doi.org/10.1073/pnas.2100901118","Goat","9925","Capra, Capra hircus","34.066","48.134","Iran","Tepe Abdul Hosein, Luristan","9850","10150","9550","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.16","full-udg","double","https://doi.org/10.1073/pnas.2100901118","not applicable","WGS","not applicable","47.91","not applicable","not applicable","LR884198.1","not applicable",NA,"Kevin","Yes","capra"
"251","Abdul2","AH78, 10G, 11015, #2.1","KD280","SAMEA7368741","petrous part of temporal bone, UBERON_0001695","M","https://doi.org/10.1073/pnas.2100901118","Goat","9925","Capra, Capra hircus","34.066","48.134","Iran","Tepe Abdul Hosein, Luristan","9850","10150","9550","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.24","full-udg","double","https://doi.org/10.1073/pnas.2100901118","not applicable","WGS","not applicable","86.78","not applicable","not applicable","LR884199.1","not applicable",NA,"Kevin","Yes","capra"
"252","Abdul4","AH78, 10G, 11009","KD282","SAMEA7368742","petrous part of temporal bone, UBERON_0001696","F","https://doi.org/10.1073/pnas.2100901118","Bezoar","9923","Capra, Capra aegagrus","34.066","48.134","Iran","Tepe Abdul Hosein, Luristan","10066.5","10225","9908","C14","8946","47","UBA-39204","missing","missing","missing","ILLUMINA","WGS","2.31","full-udg","double","https://doi.org/10.1073/pnas.2100901118","not applicable","WGS","not applicable","447.64","not applicable","not applicable","LR884200.1","not applicable",NA,"Kevin","Yes","capra"
"253","Abdul5","10G 11013","AH079","SAMEA7368743","petrous part of temporal bone, UBERON_0001697","M","https://doi.org/10.1073/pnas.2100901118","Goat","9925","Capra, Capra hircus","34.066","48.134","Iran","Tepe Abdul Hosein, Luristan","9850","10150","9550","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","not applicable","full-udg","double","https://doi.org/10.1073/pnas.2100901118","ILLUMINA","Targeted-Capture","complete","3.36","full-udg","double","LR884195.1","https://doi.org/10.1073/pnas.2100901118",NA,"Kevin","Yes","capra"
"254","Abdul6","10G 11013","AH080","SAMEA7368744","petrous part of temporal bone, UBERON_0001698","M","https://doi.org/10.1073/pnas.2100901118","Goat","9925","Capra, Capra hircus","34.066","48.134","Iran","Tepe Abdul Hosein, Luristan","9832","1950","1950","C14","8759","51","UBA-39206","missing","missing","missing","ILLUMINA","WGS","0.08","full-udg","double","https://doi.org/10.1073/pnas.2100901118","not applicable","WGS","not applicable","6.29","not applicable","not applicable","LR884201.1","not applicable",NA,"Kevin","Yes","capra"
"255","Abdul7","10G 11015","AH081","SAMEA7368745","petrous part of temporal bone, UBERON_0001699","M","https://doi.org/10.1073/pnas.2100901118","Goat","9925","Capra, Capra hircus","34.066","48.134","Iran","Tepe Abdul Hosein, Luristan","9850","10150","9550","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","not applicable","full-udg","double","https://doi.org/10.1073/pnas.2100901118","ILLUMINA","Targeted-Capture","complete","4","full-udg","double","LR884197.1","https://doi.org/10.1073/pnas.2100901118",NA,"Kevin","Yes","capra"
"256","Abdul9","10G 11007","AH084","SAMEA7368746","petrous part of temporal bone, UBERON_0001700","M","https://doi.org/10.1073/pnas.2100901118","Goat","9925","Capra, Capra hircus","34.066","48.134","Iran","Tepe Abdul Hosein, Luristan","9850","10150","9550","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","not applicable","full-udg","double","https://doi.org/10.1073/pnas.2100901118","ILLUMINA","Targeted-Capture","complete","6.84","full-udg","double","LR884192.1","https://doi.org/10.1073/pnas.2100901118",NA,"Kevin","Yes","capra"
"257","Acem1","AC13346","KD001","SAMEA4450095","petrous part of temporal bone, UBERON_0001701","F","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","38.540978","33.771234","Turkey","Acemhöyük, Aksaray Plain","4168.5","4348","3989","C14","3782","41","UBA-30288","missing","missing","missing","ILLUMINA","WGS","4.76","full-udg","double","https://doi.org/10.1126/science.aas9411","not applicable","WGS","not applicable","411.03","not applicable","not applicable","LS992576.1","not applicable",NA,"Kevin","Yes","capra"
"258","Acem2","AC14486","KD157","SAMEA4591761","petrous part of temporal bone, UBERON_0001702","M","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","38.540978","33.771234","Turkey","Acemhöyük, Aksaray Plain","3950","4200","3700","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","8.67","full-udg","double","https://doi.org/10.1126/science.aas9411","not applicable","WGS","not applicable","849.8","not applicable","not applicable","LR025741.1","not applicable",NA,"Kevin","Yes","capra"
"259","Ainghazal1","3077.261 (024) 111b AG83 PHASE 111b","VEM140","SAMEA4589057","petrous part of temporal bone, UBERON_0001703","M","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","31.993514","35.98115","Jordan","Ain Ghazal, Amman","9650","10150","9150","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.03","full-udg","double","https://doi.org/10.1126/science.aas9411","ILLUMINA","Targeted-Capture","complete","5.46","full-udg","double","LS992583.1","doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"260","Ainghazal2","AG84 3080.133 (046) PHASE iVa","VEM157","SAMEA4589058","petrous part of temporal bone, UBERON_0001704","F","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","31.993514","35.98115","Jordan","Ain Ghazal, Amman","9650","10150","9150","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.06","full-udg","double","https://doi.org/10.1126/science.aas9411","ILLUMINA","Targeted-Capture","complete","12.78","full-udg","double","LS992582.1","doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"261","Ainghazal3","3077.275 (037) 111b AG83 PHASE 111b","VEM142","SAMEA4589059","petrous part of temporal bone, UBERON_0001705","F","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","31.993514","35.98115","Jordan","Ain Ghazal, Amman","9650","10150","9150","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.003","full-udg","double","https://doi.org/10.1126/science.aas9411","ILLUMINA","Targeted-Capture","complete","4.25","full-udg","double","LS992579.1","doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"262","Ainghazal4","AG84 3077 (024) PHASE IIIB","VEM159","SAMEA4589060","petrous part of temporal bone, UBERON_0001706","M","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","31.993514","35.98115","Jordan","Ain Ghazal, Amman","9650","10150","9150","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","0.01","full-udg","double","https://doi.org/10.1126/science.aas9411","ILLUMINA","Targeted-Capture","complete","12.78","full-udg","double","LS992580.1","doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"263","AP38","10G 11051","AP38","SAMEA4609718","missing","F","https://doi.org/10.1126/science.aas9411","Goat","9925","Capra, Capra hircus","41.721667","27.225278","Turkey","Aşağı Pınar, Kırklareli","7342","7446","7238","C14","6390","30","KIA-42163","missing","missing","missing","ILLUMINA","WGS","not applicable","full-udg","double","https://doi.org/10.1126/science.aas9411","missing; ILLUMINA","AMPLICON; Targeted-Capture","d-loop; complete","7.61","none; full-udg","double","missing;LS992586.1","doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
"264","AP44","missing","AP44","SAMEA4609719","missing","F","https://doi.org/10.1126/science.aas9412","Goat","9925","Capra, Capra hircus","41.721667","27.225278","Turkey","Aşağı Pınar, Kırklareli","7300","6950","7450","stratigraphic inference","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","ILLUMINA","WGS","not applicable","full-udg","double","https://doi.org/10.1126/science.aas9412","missing; ILLUMINA","AMPLICON; Targeted-Capture","d-loop; complete","3.57","none; full-udg","double","missing;LS992581.1","doi.org/10.1515/9783110266306.45; doi.org/10.1126/science.aas9411",NA,"Kevin","Yes","capra"
