"","samp_name","source_mat_id","sample_alt_lab_ids","biosamples_accession","tissue_type","molecular_sex","molecular_sex_reference","samp_taxon_common","samp_taxon_ID","specific_host","latitude","longitude","geo_loc_name","site_name","sample_age","sample_age_upper","sample_age_lower","sample_age_inference_methods","c14_age","c14_age_sd","c14_lab_code","delta_13_c","delta_13_c_sd","sample_age_reference","nuclear_sequencing_platform","nuclear_library_strategy","nuclear_depth_of_coverage","nuclear_damage_treatment","nuclear_lib_strandedness","nuclear_reference","mt_sequencing_platform","mt_library_strategy","mt_targeted_region","mt_depth_of_coverage","mt_damage_treatment","mt_lib_strandedness","mt_accession","mt_reference","curator_comments","curated_by","curation_complete",".sheet"
"1069","Ass_1",NA,NA,"ERS7290409","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","39.4","26.9","Turkey","Assos","1275.5","1300","1251","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","6.275","halfUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","54.1","halfUDG","double","OM574967","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1070","Ass_2",NA,NA,"ERS7290410","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","39.4","26.9","Turkey","Assos","1275.5","1300","1251","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.617","halfUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","45.8","halfUDG","double","OM574964","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1071","ATU002","AJ535",NA,"ERS7290408","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","33.9","9.5","Tunisia","Althiburos","1155.5","1244","1067","direct C14","1222","21","Wk-51527","-18.49",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.022","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","76.6","nonUDG","double","OM574949","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1072","BUD001","AJ389",NA,"ERS7290389","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","47.5","19","Hungary","Teleki Palace","142","284","0","indirect C14","175","19","MAMS-46369","-21.2",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.11","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","77.2","nonUDG","double","OM574960","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1073","BUD003","AJ391",NA,"ERS7290390","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","47.5","19","Hungary","Teleki Palace","608.5","662","555","direct C14","642","21","Wk-51520","-18.76",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.946","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","59.2","nonUDG","double","OM574961","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1074","BUD004","AJ393",NA,"ERS7290391","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","47.5","19","Hungary","Teleki Palace","142","284","0","direct C14","175","19","MAMS-46369","-21.2",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.874","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","41.1","nonUDG","double","OM574955","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1075","Car_4",NA,NA,"ERS7290411","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","43","21.7","Serbia","Caričin Grad","1375","1415","1335","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","16.286","halfUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","275.5","halfUDG","double","OM574942","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1076","Car_5",NA,NA,"ERS7290412","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","43","21.7","Serbia","Caričin Grad","1375","1415","1335","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.229","halfUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","234.4","halfUDG","double","OM574940","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1077","Car_7",NA,NA,"ERS7290413","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","43","21.7","Serbia","Caričin Grad","1375","1415","1335","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","2.336","halfUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","228.5","halfUDG","double","OM574940","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1078","GAU001","AJ395",NA,"ERS7290392","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","51.5","-1.1","England, UK","Gatehampton Villa","1636.5","1704","1569","indirect C14","1760","30","Beta-37717","-17.9",NA,"https://doi.org/10.1080/14614103.2019.1689805","ILLUMINA","WGS","0.61","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","94.3","nonUDG","double","OM574965","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1079","GAU002","AJ399",NA,"ERS7290393","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","51.5","-1.1","England, UK","Gatehampton Villa","1636.5","1704","1569","indirect C14","1760","30","Beta-37717","-17.9",NA,"https://doi.org/10.1080/14614103.2019.1689805","ILLUMINA","WGS","0.195","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","22.3","nonUDG","double","OM574965","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1080","KAF001","AJ404",NA,"ERS7290394","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","60.2","20.1","Åland, Finland","Kastelholm","576","622","530","direct C14","569","21","Wk-51518","-18.71",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.608","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","66.6","nonUDG","double","OM574953","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1081","KAF002","AJ409",NA,"ERS7290395","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","60.2","20.1","Åland, Finland","Kastelholm","511","528","494","direct C14","463","21","Wk-51519","-17.4",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.359","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","30.9","nonUDG","double","OM574954","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1082","KLT001","AJ233",NA,"ERS7290380","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","54.5","-0.9","England, UK","Kilton Castle","597.5","647","548","indirect C14","604","23","OxA-36673","-20.27",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.08","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","23.9","nonUDG","double","OM574956","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1083","KR150770",NA,NA,"ERS7290414","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","43","21.7","Serbia","Caričin Grad","1375","1415","1335","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.7","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","367.6","nonUDG","double","OM574966","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1084","MDT002","AJ300",NA,"ERS7290381","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","42.6","9.4","Corsica, France","Monte di Tuda Cave","500.5","550","451","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.384","nonUDG","single","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","152.7","nonUDG","single","OM574950","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1085","MEP001","AJ523",NA,"ERS7290405","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","37.6","-7.7","Portugal","Mértola","740","789","691","direct C14","852","21","Wk-51525","-18.23",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.562","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","58.4","nonUDG","double","OM574944","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1086","MEP002","AJ528",NA,"ERS7290406","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","37.6","-7.7","Portugal","Mértola","736.5","784","689","direct C14","843","21","Wk-51526","-17.48",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.748","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","28.1","nonUDG","double","OM574944","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1087","MEP003","AJ530",NA,"ERS7290407","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","37.6","-7.7","Portugal","Mértola","736.5","784","689","indirect C14","843","21","Wk-51526","-17.48",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.774","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","74.3","nonUDG","double","OM574957","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1088","PRA001","AJ487",NA,"ERS7290403","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","49.7","13.6","Czech Republic","Old Probostry","581","629","533","indirect C14","571","19","OxA-39167","-21.7",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.237","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","36.5","nonUDG","double","OM574959","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1089","PRA002","AJ495",NA,"ERS7290404","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","49.7","13.6","Czech Republic","Old Probostry","618","673","563","indirect C14","679","21","Wk-51524","-18.6",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.473","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","14","nonUDG","double","OM574959","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1090","PZA001","AJ473",NA,"ERS7290400","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","48.1","16.9","Austria","Carnuntum Zivilstadt","1768","1821","1715","direct C14","1854","20","Wk-51523","-18.03",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.23","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","16","nonUDG","double","OM574970","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1091","PZA002","AJ477",NA,"ERS7290401","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","48.1","16.9","Austria","Carnuntum Zivilstadt","1802","1870","1734","direct C14","1869","20","MAMS-46371","-21.9",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.241","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","29.3","nonUDG","double","OM574970","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1092","PZA003","AJ482",NA,"ERS7290402","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","48.1","16.9","Austria","Carnuntum Zivilstadt","1792.5","1870","1715","indirect C14","1869","20","MAMS-46371","-21.9",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.834","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","84","nonUDG","double","OM574970","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1093","SML001","AJ303",NA,"ERS7290382","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","41.3","9.3","Lavezzi archipelago","Santa Maria Chapel","600.5","650","551","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.897","nonUDG","single","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","62.5","nonUDG","single","OM574962","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1094","SML002","AJ304",NA,"ERS7290383","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","41.3","9.3","Lavezzi archipelago","Santa Maria Chapel","600.5","650","551","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.599","nonUDG","single","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","110.3","nonUDG","single","OM574962","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1095","SML004","AJ309",NA,"ERS7290384","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","41.3","9.3","Lavezzi archipelago","Santa Maria Chapel","600.5","650","551","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.036","nonUDG","single","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","75.1","nonUDG","single","OM574963","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1096","SML005","AJ311",NA,"ERS7290385","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","41.3","9.3","Lavezzi archipelago","Santa Maria Chapel","600.5","650","551","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.525","nonUDG","single","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","91.1","nonUDG","single","OM574963","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1097","SNE002","AJ464",NA,"ERS7290396","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","52.3","6.2","Netherlands","Stadhuiskwartier","562.5","600","525","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.547","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","14.6","nonUDG","double","OM574948","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1098","SNE004","AJ468",NA,"ERS7290397","bone","M","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","52.3","6.2","Netherlands","Stadhuiskwartier","288.5","421","156","direct C14","263","19","MAMS-46370","-21.8",NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","0.155","nonUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","16.5","nonUDG","double","OM574958","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
"1099","Sulz3",NA,NA,"ERS7290417","bone","F","https://doi.org/10.1038/s41467-022-30009-z","black rat","10117","Rattus rattus","49.5","11.7","Germany","Castle Sulzbach","1125","1250","1000","contextual",NA,NA,NA,NA,NA,"https://doi.org/10.1038/s41467-022-30009-z","ILLUMINA","WGS","1.818","halfUDG","double","https://doi.org/10.1038/s41467-022-30009-z",NA,"ILLUMINA","WGS","89.6","halfUDG","double","OM574959","https://doi.org/10.1038/s41467-022-30009-z",NA,"He Yu","yes","rodent"
